year,District,month,Outbreak status,date
2023,Ratnapura,March,0,2023-03-01
2023,Ratnapura,April,0,2023-04-01
2023,Ratnapura,May,0,2023-05-01
2023,Ratnapura,June,0,2023-06-01
2023,Ratnapura,July,0,2023-07-01
2023,Ratnapura,August,0,2023-08-01
2023,Ratnapura,September,0,2023-09-01
2023,Ratnapura,October,0,2023-10-01
2023,Ratnapura,November,0,2023-11-01
2023,Ratnapura,December,0,2023-12-01
2023,Trincomalee,January,0,2023-01-01
2023,Trincomalee,February,0,2023-02-01
2023,Trincomalee,March,0,2023-03-01
2023,Trincomalee,April,0,2023-04-01
2023,Trincomalee,May,0,2023-05-01
2023,Trincomalee,June,0,2023-06-01
2023,Trincomalee,July,0,2023-07-01
2023,Trincomalee,August,0,2023-08-01
2023,Trincomalee,September,0,2023-09-01
2023,Trincomalee,October,0,2023-10-01
2023,Trincomalee,November,0,2023-11-01
2023,Trincomalee,December,0,2023-12-01
2023,Vavuniya,January,0,2023-01-01
2023,Vavuniya,February,0,2023-02-01
2023,Vavuniya,March,0,2023-03-01
2023,Vavuniya,April,0,2023-04-01
2023,Vavuniya,May,0,2023-05-01
2023,Vavuniya,June,0,2023-06-01
2023,Vavuniya,July,0,2023-07-01
2023,Vavuniya,August,0,2023-08-01
2023,Vavuniya,September,0,2023-09-01
2023,Vavuniya,October,0,2023-10-01
2023,Vavuniya,November,0,2023-11-01
2023,Vavuniya,December,0,2023-12-01
2024,Ampara,January,0,2024-01-01
2024,Ampara,February,0,2024-02-01
2024,Ampara,March,0,2024-03-01
2024,Ampara,April,0,2024-04-01
2024,Ampara,May,0,2024-05-01
2024,Ampara,June,0,2024-06-01
2024,Ampara,July,0,2024-07-01
2024,Ampara,August,0,2024-08-01
2024,Ampara,September,0,2024-09-01
2024,Ampara,October,0,2024-10-01
2024,Ampara,November,0,2024-11-01
2024,Ampara,December,0,2024-12-01
2024,Anuradhapura,January,0,2024-01-01
2024,Anuradhapura,February,0,2024-02-01
2024,Anuradhapura,March,0,2024-03-01
2024,Anuradhapura,April,0,2024-04-01
2024,Anuradhapura,May,0,2024-05-01
2024,Anuradhapura,June,0,2024-06-01
2024,Anuradhapura,July,0,2024-07-01
2024,Anuradhapura,August,0,2024-08-01
2024,Anuradhapura,September,0,2024-09-01
2024,Anuradhapura,October,0,2024-10-01
2024,Anuradhapura,November,0,2024-11-01
2024,Anuradhapura,December,0,2024-12-01
2024,Badulla,January,0,2024-01-01
2024,Badulla,February,0,2024-02-01
2024,Badulla,March,0,2024-03-01
2024,Badulla,April,0,2024-04-01
2024,Badulla,May,0,2024-05-01
2024,Badulla,June,0,2024-06-01
2024,Badulla,July,0,2024-07-01
2024,Badulla,August,0,2024-08-01
2024,Badulla,September,0,2024-09-01
2024,Badulla,October,0,2024-10-01
2024,Badulla,November,0,2024-11-01
2024,Badulla,December,0,2024-12-01
2024,Batticaloa,January,0,2024-01-01
2024,Batticaloa,February,0,2024-02-01
2024,Batticaloa,March,0,2024-03-01
2024,Batticaloa,April,0,2024-04-01
2024,Batticaloa,May,0,2024-05-01
2024,Batticaloa,June,0,2024-06-01
2024,Batticaloa,July,0,2024-07-01
2024,Batticaloa,August,0,2024-08-01
2024,Batticaloa,September,0,2024-09-01
2024,Batticaloa,October,0,2024-10-01
2024,Batticaloa,November,0,2024-11-01
2024,Batticaloa,December,0,2024-12-01
2024,Colombo,January,0,2024-01-01
2024,Colombo,February,0,2024-02-01
2024,Colombo,March,0,2024-03-01
2024,Colombo,April,0,2024-04-01
2024,Colombo,May,0,2024-05-01
2024,Colombo,June,0,2024-06-01
2024,Colombo,July,0,2024-07-01
2024,Colombo,August,0,2024-08-01
2024,Colombo,September,0,2024-09-01
2024,Colombo,October,0,2024-10-01
2024,Colombo,November,0,2024-11-01
2024,Colombo,December,0,2024-12-01
2024,Galle,January,0,2024-01-01
2024,Galle,February,0,2024-02-01
2024,Galle,March,0,2024-03-01
2024,Galle,April,0,2024-04-01
2024,Galle,May,0,2024-05-01
2024,Galle,June,0,2024-06-01
2024,Galle,July,0,2024-07-01
2024,Galle,August,0,2024-08-01
2024,Galle,September,0,2024-09-01
2024,Galle,October,0,2024-10-01
2024,Galle,November,0,2024-11-01
2024,Galle,December,0,2024-12-01
2024,Gampaha,January,0,2024-01-01
2024,Gampaha,February,0,2024-02-01
2024,Gampaha,March,0,2024-03-01
2024,Gampaha,April,0,2024-04-01
2024,Gampaha,May,0,2024-05-01
2024,Gampaha,June,0,2024-06-01
2024,Gampaha,July,0,2024-07-01
2024,Gampaha,August,0,2024-08-01
2024,Gampaha,September,0,2024-09-01
2024,Gampaha,October,0,2024-10-01
2024,Gampaha,November,0,2024-11-01
2024,Gampaha,December,0,2024-12-01
2024,Hambantota,January,0,2024-01-01
2024,Hambantota,February,0,2024-02-01
2024,Hambantota,March,0,2024-03-01
2024,Hambantota,April,0,2024-04-01
2024,Hambantota,May,0,2024-05-01
2024,Hambantota,June,0,2024-06-01
2024,Hambantota,July,0,2024-07-01
2024,Hambantota,August,0,2024-08-01
2024,Hambantota,September,0,2024-09-01
2024,Hambantota,October,0,2024-10-01
2024,Hambantota,November,0,2024-11-01
2024,Hambantota,December,0,2024-12-01
2024,Jaffna,January,0,2024-01-01
2024,Jaffna,February,0,2024-02-01
2024,Jaffna,March,0,2024-03-01
2024,Jaffna,April,0,2024-04-01
2024,Jaffna,May,0,2024-05-01
2024,Jaffna,June,0,2024-06-01
2024,Jaffna,July,0,2024-07-01
2024,Jaffna,August,0,2024-08-01
2024,Jaffna,September,0,2024-09-01
2024,Jaffna,October,0,2024-10-01
2024,Jaffna,November,0,2024-11-01
2024,Jaffna,December,0,2024-12-01
2024,Kalutara,January,0,2024-01-01
2024,Kalutara,February,0,2024-02-01
2024,Kalutara,March,0,2024-03-01
2024,Kalutara,April,0,2024-04-01
2024,Kalutara,May,0,2024-05-01
2024,Kalutara,June,0,2024-06-01
2024,Kalutara,July,0,2024-07-01
2024,Kalutara,August,0,2024-08-01
2024,Kalutara,September,0,2024-09-01
2024,Kalutara,October,0,2024-10-01
2024,Kalutara,November,0,2024-11-01
2024,Kalutara,December,0,2024-12-01
2024,Kandy,January,0,2024-01-01
2024,Kandy,February,0,2024-02-01
2024,Kandy,March,0,2024-03-01
2024,Kandy,April,0,2024-04-01
2024,Kandy,May,0,2024-05-01
2024,Kandy,June,0,2024-06-01
2024,Kandy,July,0,2024-07-01
2024,Kandy,August,0,2024-08-01
2024,Kandy,September,0,2024-09-01
2024,Kandy,October,0,2024-10-01
2024,Kandy,November,0,2024-11-01
2024,Kandy,December,0,2024-12-01
2024,Kegalle,January,0,2024-01-01
2024,Kegalle,February,0,2024-02-01
2024,Kegalle,March,0,2024-03-01
2024,Kegalle,April,0,2024-04-01
2024,Kegalle,May,0,2024-05-01
2024,Kegalle,June,0,2024-06-01
2024,Kegalle,July,0,2024-07-01
2024,Kegalle,August,0,2024-08-01
2024,Kegalle,September,0,2024-09-01
2024,Kegalle,October,0,2024-10-01
2024,Kegalle,November,0,2024-11-01
2024,Kegalle,December,0,2024-12-01
2024,Kilinochchi,January,0,2024-01-01
2024,Kilinochchi,February,0,2024-02-01
2024,Kilinochchi,March,0,2024-03-01
2024,Kilinochchi,April,0,2024-04-01
2024,Kilinochchi,May,0,2024-05-01
2024,Kilinochchi,June,0,2024-06-01
2024,Kilinochchi,July,0,2024-07-01
2024,Kilinochchi,August,0,2024-08-01
2024,Kilinochchi,September,0,2024-09-01
2024,Kilinochchi,October,0,2024-10-01
2024,Kilinochchi,November,0,2024-11-01
2024,Kilinochchi,December,0,2024-12-01
2024,Kurunegala,January,0,2024-01-01
2024,Kurunegala,February,0,2024-02-01
2024,Kurunegala,March,0,2024-03-01
2024,Kurunegala,April,0,2024-04-01
2024,Kurunegala,May,0,2024-05-01
2024,Kurunegala,June,0,2024-06-01
2024,Kurunegala,July,0,2024-07-01
2024,Kurunegala,August,0,2024-08-01
2024,Kurunegala,September,0,2024-09-01
2024,Kurunegala,October,0,2024-10-01
2024,Kurunegala,November,0,2024-11-01
2024,Kurunegala,December,0,2024-12-01
2024,Mannar,January,0,2024-01-01
2024,Mannar,February,0,2024-02-01
2024,Mannar,March,0,2024-03-01
2024,Mannar,April,0,2024-04-01
2024,Mannar,May,0,2024-05-01
2024,Mannar,June,0,2024-06-01
2024,Mannar,July,0,2024-07-01
2024,Mannar,August,0,2024-08-01
2024,Mannar,September,0,2024-09-01
2024,Mannar,October,0,2024-10-01
2024,Mannar,November,0,2024-11-01
2024,Mannar,December,0,2024-12-01
2024,Matale,January,0,2024-01-01
2024,Matale,February,0,2024-02-01
2024,Matale,March,0,2024-03-01
2024,Matale,April,0,2024-04-01
2024,Matale,May,0,2024-05-01
2024,Matale,June,0,2024-06-01
2024,Matale,July,0,2024-07-01
2024,Matale,August,0,2024-08-01
2024,Matale,September,0,2024-09-01
2024,Matale,October,0,2024-10-01
2024,Matale,November,0,2024-11-01
2024,Matale,December,0,2024-12-01
2024,Matara,January,0,2024-01-01
2024,Matara,February,0,2024-02-01
2024,Matara,March,0,2024-03-01
2024,Matara,April,0,2024-04-01
2024,Matara,May,0,2024-05-01
2024,Matara,June,0,2024-06-01
2024,Matara,July,0,2024-07-01
2024,Matara,August,0,2024-08-01
2024,Matara,September,0,2024-09-01
2024,Matara,October,0,2024-10-01
2024,Matara,November,0,2024-11-01
2024,Matara,December,0,2024-12-01
2024,Moneragala,January,0,2024-01-01
2024,Moneragala,February,0,2024-02-01
2024,Moneragala,March,0,2024-03-01
2024,Moneragala,April,0,2024-04-01
2024,Moneragala,May,0,2024-05-01
2024,Moneragala,June,0,2024-06-01
2024,Moneragala,July,0,2024-07-01
2024,Moneragala,August,0,2024-08-01
2024,Moneragala,September,0,2024-09-01
2024,Moneragala,October,0,2024-10-01
2024,Moneragala,November,0,2024-11-01
2024,Moneragala,December,0,2024-12-01
2024,Mullaitivu,January,0,2024-01-01
2024,Mullaitivu,February,0,2024-02-01
2024,Mullaitivu,March,0,2024-03-01
2024,Mullaitivu,April,0,2024-04-01
2024,Mullaitivu,May,0,2024-05-01
2024,Mullaitivu,June,0,2024-06-01
2024,Mullaitivu,July,0,2024-07-01
2024,Mullaitivu,August,0,2024-08-01
2024,Mullaitivu,September,0,2024-09-01
2024,Mullaitivu,October,0,2024-10-01
2024,Mullaitivu,November,0,2024-11-01
2024,Mullaitivu,December,0,2024-12-01
2024,Nuwara Eliya,January,0,2024-01-01
2024,Nuwara Eliya,February,0,2024-02-01
2024,Nuwara Eliya,March,0,2024-03-01
2024,Nuwara Eliya,April,0,2024-04-01
2024,Nuwara Eliya,May,0,2024-05-01
2024,Nuwara Eliya,June,0,2024-06-01
2024,Nuwara Eliya,July,0,2024-07-01
2024,Nuwara Eliya,August,0,2024-08-01
2024,Nuwara Eliya,September,0,2024-09-01
2024,Nuwara Eliya,October,0,2024-10-01
2024,Nuwara Eliya,November,0,2024-11-01
2024,Nuwara Eliya,December,0,2024-12-01
2024,Polonnaruwa,January,0,2024-01-01
2024,Polonnaruwa,February,0,2024-02-01
2024,Polonnaruwa,March,0,2024-03-01
2024,Polonnaruwa,April,0,2024-04-01
2024,Polonnaruwa,May,0,2024-05-01
2024,Polonnaruwa,June,0,2024-06-01
2024,Polonnaruwa,July,0,2024-07-01
2024,Polonnaruwa,August,0,2024-08-01
2024,Polonnaruwa,September,0,2024-09-01
2024,Polonnaruwa,October,0,2024-10-01
2024,Polonnaruwa,November,0,2024-11-01
2024,Polonnaruwa,December,0,2024-12-01
2024,Puttalam,January,0,2024-01-01
2024,Puttalam,February,0,2024-02-01
2024,Puttalam,March,0,2024-03-01
2024,Puttalam,April,0,2024-04-01
2024,Puttalam,May,0,2024-05-01
2024,Puttalam,June,0,2024-06-01
2024,Puttalam,July,0,2024-07-01
2024,Puttalam,August,0,2024-08-01
2024,Puttalam,September,0,2024-09-01
2024,Puttalam,October,0,2024-10-01
2024,Puttalam,November,0,2024-11-01
2024,Puttalam,December,0,2024-12-01
2024,Ratnapura,January,0,2024-01-01
2024,Ratnapura,February,0,2024-02-01
2024,Ratnapura,March,0,2024-03-01
2024,Ratnapura,April,0,2024-04-01
2024,Ratnapura,May,0,2024-05-01
2024,Ratnapura,June,0,2024-06-01
2024,Ratnapura,July,0,2024-07-01
2024,Ratnapura,August,0,2024-08-01
2024,Ratnapura,September,0,2024-09-01
2024,Ratnapura,October,0,2024-10-01
2024,Ratnapura,November,0,2024-11-01
2024,Ratnapura,December,0,2024-12-01
2024,Trincomalee,January,0,2024-01-01
2024,Trincomalee,February,0,2024-02-01
2024,Trincomalee,March,0,2024-03-01
2024,Trincomalee,April,0,2024-04-01
2024,Trincomalee,May,0,2024-05-01
2024,Trincomalee,June,0,2024-06-01
2024,Trincomalee,July,0,2024-07-01
2024,Trincomalee,August,0,2024-08-01
2024,Trincomalee,September,0,2024-09-01
2024,Trincomalee,October,0,2024-10-01
2024,Trincomalee,November,0,2024-11-01
2024,Trincomalee,December,0,2024-12-01
2024,Vavuniya,January,0,2024-01-01
2024,Vavuniya,February,0,2024-02-01
2024,Vavuniya,March,0,2024-03-01
2024,Vavuniya,April,0,2024-04-01
2024,Vavuniya,May,0,2024-05-01
2024,Vavuniya,June,0,2024-06-01
2024,Vavuniya,July,0,2024-07-01
2024,Vavuniya,August,0,2024-08-01
2024,Vavuniya,September,0,2024-09-01
2024,Vavuniya,October,0,2024-10-01
2024,Vavuniya,November,0,2024-11-01
2024,Vavuniya,December,0,2024-12-01
